,order_line_id,order_id,date_id,order_date,customer_id,product_id,category,seller_id,seller_rating,location_id_x,delivery_person_id,payment_id,campaign_id,fulfillment_id,quantity,unit_price,discount_percentage,tax_percentage,shipping_fee,expected_delivery_date,actual_delivery_date,delivery_rating,order_status,return_flag,refund_amount,return_date,customer_rating,review_text,sentiment_score,delivery_delay_days,delivery_sla_days,gross_amount,discount_amount,tax_amount,net_amount,product_name,brand,first_name,email_x,phone_number_x,marital_status,payment_method,payment_provider,description,seller_name,email_y,phone_number_y,join_date,location_id_y,rating,category_focus,bank_name,bank_account_number,ifsc_code,delivery_person_name,phone_number,gender,date_of_joining,employment_type,vehicle_type,location_id,state,city,postal_code,region,latitude,longitude,area_type,location_category
1990,OL00001991,ORD0249471,2025-06-12,2025-06-12,CUST031758,PROD001156,Music & Instruments,SELL4217,4.4,LOC0077,DEL07068,PAY001,CAMP0010,FUL002,3,9999,1.69,5.0,86.64,2025-06-14,2025-06-15,3.5,Completed,False,0.0,,3.3,Clear sound quality and good tuning.,0.55,1,2,29997,506.9493,1499.85,31076.5407,Cecilio CVN-300 Violin,Cecilio,charvi,charvisant@gmail.com,+91 84975 06211,Single,Credit Card,Visa,Payment via Visa (Credit Card),Subramanian LLC,subramanianllc@gmail.com,+91 61994 12366,2023-05-24,LOC0012,3.4,Music & Instruments,Punjab National Bank,967288000000,PUNB2575368,Hrishita Lad,+91 60154 06076,Male,2023-05-19,Contract,Scooter,LOC0077,Bihar,Purnia,123138,East,31.214572,69.65655,Semi-Urban,Tier-3
1991,OL00001992,ORD0131432,2025-05-17,2025-05-17,CUST056838,PROD000574,Automotive,SELL0848,4.3,LOC0040,DEL04532,PAY011,CAMP0140,FUL002,4,8999,5.69,5.0,86.64,2025-05-19,2025-05-19,4.1,Completed,False,0.0,,5.0,Excellent compatibility and finish.,0.24,0,2,35996,2048.1724000000004,1799.8,35834.2676,Jump Starter 1500A,NOCO Boost Plus,jiya,jiyabanik5885@gmail.com,+91 93832 63326,Married,Wallet,Paytm,Payment via Paytm (Wallet),Viswanathan and Sons,viswanathanandsons@gmail.com,+91 83958 18915,2021-06-19,LOC0108,2.5,Automotive,HDFC Bank,2574940000000,HDFC1404705,Manikya Desai,+91 87447 34440,Female,2025-02-21,Contract,Scooter,LOC0040,Gujarat,Surat,254904,West,32.125774,68.11479,Urban,Tier-2
1992,OL00001993,ORD0075329,2025-11-19,2025-11-19,CUST054465,PROD000645,Groceries,SELL0754,4.2,LOC0045,DEL06925,PAY014,CAMP0117,FUL001,4,265,5.24,5.0,46.27,2025-11-24,2025-11-24,4.1,Completed,False,0.0,,4.5,Fresh and well-packaged.,0.7,0,5,1060,55.544,53.0,1103.726,Butter Salted 500g,Amul,ojas,ojasbala@gmail.com,+91 69552 65810,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Dhar, Ravi and Gade",dharraviandgade@gmail.com,+91 90244 75715,2021-08-06,LOC0012,1.1,Groceries,Kotak Mahindra Bank,38946839015,KKBK1498297,Nakul Dixit,+91 89122 68301,Female,2023-09-10,Full-Time,EV Bike,LOC0045,Gujarat,Junagadh,746556,West,23.744154,71.18451,Semi-Urban,Tier-3
1993,OL00001994,ORD0376794,2025-10-30,2025-10-30,CUST024698,PROD001151,Music & Instruments,SELL4493,4.7,LOC0034,DEL00808,PAY001,CAMP0016,FUL001,2,8999,4.23,5.0,46.27,2025-11-04,2025-11-04,4.1,Completed,False,0.0,,3.6,Easy to play and beginner-friendly.,0.41,0,5,17998,761.3154000000001,899.9,18182.8546,Student Violin 4/4 Outfit,Stentor,kimaya,kimayachoudhury6987@gmail.com,+91 75659 94423,Single,Credit Card,Visa,Payment via Visa (Credit Card),"Mani, Bhavsar and Shankar",manibhavsarandshankar5819@gmail.com,+91 66917 02736,2024-02-17,LOC0053,4.3,Music & Instruments,Canara Bank,686709000000,CNRB3461912,Zoya Rajan,+91 77340 26058,Female,2025-09-12,Full-Time,Bike,LOC0034,West Bengal,Durgapur,464466,East,30.159247,81.362531,Semi-Urban,Tier-3
1994,OL00001995,ORD0064756,2025-12-10,2025-12-10,CUST079827,PROD000211,Home,SELL2620,3.7,LOC0046,DEL00397,PAY009,CAMP0077,FUL002,5,3499,4.63,5.0,86.64,2025-12-12,2025-12-14,1.8,Completed,False,0.0,,4.4,Fits perfectly in my space.,0.79,2,2,17495,810.0184999999999,874.75,17646.3715,Non-Stick Cookware Set 5-Piece,Prestige,zoya,zoyabhakta3540@gmail.com,+91 79067 45497,Married,UPI,Paytm,Payment via Paytm (UPI),Bhat-Dubey,bhat-dubey@gmail.com,+91 67490 98514,2024-05-20,LOC0097,4.8,Home,State Bank of India,787841000000,SBIN9788782,Nitya Kala,+91 97354 33555,Male,2022-06-06,Contract,Scooter,LOC0046,Rajasthan,Jaipur,666317,North,18.665837,96.293265,Urban,Tier-2
1995,OL00001996,ORD0007987,2025-07-29,2025-07-29,CUST012616,PROD000960,Jewellery,SELL1801,4.5,LOC0006,DEL02538,PAY002,CAMP0096,FUL001,2,599,0.6,5.0,46.27,2025-08-03,2025-08-03,4.1,Completed,False,0.0,,3.6,Beautiful design and elegant finish.,0.82,0,5,1198,7.188,59.9,1296.982,Gold-Plated Floral Necklace,Youbella,darshit,darshitlal@gmail.com,+91 63637 64784,Single,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Batra Inc,batrainc5724@gmail.com,+91 89938 11379,2023-03-10,LOC0029,3.7,Jewellery,Bank of Baroda,5017005024,BARB5184964,Ivan Deshpande,+91 93629 61224,Female,2024-03-31,Full-Time,Van,LOC0006,Maharashtra,Thane,712801,West,13.343862,95.383857,Semi-Urban,Tier-3
1996,OL00001997,ORD0150284,2025-12-19,2025-12-19,CUST065388,PROD000696,Health,SELL3768,1.1,LOC0077,DEL02215,PAY011,CAMP0011,FUL002,5,12999,8.47,5.0,86.64,2025-12-21,2025-12-23,1.9,Returned,True,-86.64,2025-12-25,1.2,Wrong dosage,-0.68,2,2,64995,5505.0765,3249.75,62826.3135,Stethoscope Cardiology III,3M Littmann,jiya,jiyagera@gmail.com,+91 88272 53800,Single,Wallet,Paytm,Payment via Paytm (Wallet),Jha-Kala,jha-kala@gmail.com,+91 87411 72322,2021-11-04,LOC0064,1.7,Health,State Bank of India,857743000000,SBIN7733104,Lakshay Kapoor,+91 68714 56107,Male,2022-08-30,Contract,Bike,LOC0077,Bihar,Purnia,123138,East,31.214572,69.65655,Semi-Urban,Tier-3
1997,OL00001998,ORD0321893,2025-12-28,2025-12-28,CUST052000,PROD000275,Beauty,SELL3813,3.934731896884441,LOC0072,DEL05575,PAY007,CAMP0039,FUL003,5,799,5.22,5.0,215.79,2025-12-29,2025-12-29,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,1,3995,208.539,199.75,4202.001,Mascara Volume & Curl,L'Oreal,jayan,jayansama7520@gmail.com,+91 98215 27820,Single,UPI,PhonePe,Payment via PhonePe (UPI),Tripathi and Sons,tripathiandsons8352@gmail.com,+91 73790 65309,2022-10-06,LOC0080,3.7,Beauty,HDFC Bank,3577850000000,HDFC8708914,Jayant Vala,+91 71267 29005,Male,2025-07-22,Contract,Van,LOC0072,Telangana,Mahbubnagar,908436,South,27.294332,95.659553,Semi-Urban,Tier-3
1998,OL00001999,ORD0198362,2025-05-05,2025-05-05,CUST065367,PROD000948,Jewellery,SELL1670,3.9,LOC0052,DEL00843,PAY002,CAMP0110,FUL003,4,35000,7.84,5.0,215.79,2025-05-06,2025-05-06,4.0,Completed,False,0.0,,3.4,Beautiful design and elegant finish.,0.24,0,1,140000,10976.0,7000.0,136239.79,Three Stone Ruby Ring,Kalyan Jewellers,heer,heerseth1227@gmail.com,+91 75094 00605,Divorced,Credit Card,Mastercard,Payment via Mastercard (Credit Card),Banerjee-Badami,banerjee-badami@gmail.com,+91 63222 63326,2022-12-30,LOC0022,4.8,Jewellery,Axis Bank,127997000000,UTIB3393717,Drishya Magar,+91 98400 89482,Female,2022-07-14,Full-Time,Bike,LOC0052,Rajasthan,Alwar,648856,North,24.324713,86.325797,Semi-Urban,Tier-3
1999,OL00002000,ORD0241945,2025-11-16,2025-11-16,CUST060635,PROD000630,Groceries,SELL3396,4.6,LOC0034,DEL03019,PAY010,CAMP0199,FUL002,4,79,7.6,5.0,86.64,2025-11-18,2025-11-20,2.9,Completed,False,0.0,,4.5,Value for money purchase.,0.12,2,2,316,24.016,15.8,394.424,Zucchini Green 500g,Nature's Basket,baiju,baijusengupta7302@gmail.com,+91 76939 01520,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),"Kulkarni, Raju and Sampath",kulkarnirajuandsampath528@gmail.com,+91 95929 41600,2023-05-05,LOC0091,2.1,Groceries,Canara Bank,806361000000,CNRB1625770,Kavya Agate,+91 80051 90809,Male,2025-07-12,Contract,EV Bike,LOC0034,West Bengal,Durgapur,464466,East,30.159247,81.362531,Semi-Urban,Tier-3
2000,OL00002001,ORD0204772,2025-11-24,2025-11-24,CUST045339,PROD001147,Music & Instruments,SELL2370,3.6,LOC0059,DEL03604,PAY012,CAMP0102,FUL001,3,19999,7.69,5.0,46.27,2025-11-29,2025-11-29,4.4,Completed,False,0.0,,4.6,Clear sound quality and good tuning.,0.82,0,5,59997,4613.769300000001,2999.85,58429.3507,MV7 Podcast Microphone,Shure,rasha,rashadhar4288@gmail.com,+91 87675 47101,Married,Wallet,Amazon Pay,Payment via Amazon Pay (Wallet),"Kala, Bora and Kuruvilla",kalaboraandkuruvilla@gmail.com,+91 81776 97120,2021-11-10,LOC0090,2.1,Music & Instruments,Bank of Baroda,5699584083,BARB4310629,Urvi Bains,+91 81122 11234,Male,2024-02-19,Contract,EV Bike,LOC0059,Madhya Pradesh,Rewa,661016,Central,36.631323,89.613066,Semi-Urban,Tier-3
2001,OL00002002,ORD0168865,2025-06-26,2025-06-26,CUST057484,PROD000880,Stationery,SELL2690,3.9,LOC0065,DEL05348,PAY007,CAMP0127,FUL003,4,1299,3.94,5.0,215.79,2025-06-27,2025-06-28,3.2,Completed,False,0.0,,3.8,Worth the purchase.,0.67,1,1,5196,204.7224,259.8,5466.8676000000005,Coloring Pencils Set 48,Faber-Castell,suhana,suhanasaini@gmail.com,+91 97445 49791,Married,UPI,PhonePe,Payment via PhonePe (UPI),Agrawal-Sandhu,agrawal-sandhu@gmail.com,+91 79502 00030,2024-07-26,LOC0029,3.9,Stationery,Bank of Baroda,94276381195,BARB3013006,Raghav Thaman,+91 75348 95906,Female,2025-01-08,Full-Time,Bike,LOC0065,Kerala,Palakkad,533379,South,22.49128,80.25995,Semi-Urban,Tier-3
2002,OL00002003,ORD0156976,2025-05-16,2025-05-16,CUST064370,PROD000016,Electronics,SELL0618,4.5,LOC0038,DEL02152,PAY001,CAMP0150,FUL003,3,64990,0.73,5.0,215.79,2025-05-17,2025-05-17,4.6,Completed,False,0.0,,3.1,Build quality feels premium and durable.,0.89,0,1,194970,1423.281,9748.5,203511.009,Acer Swift Go 14,Acer,zaina,zainasrivastava@gmail.com,+91 91668 83326,Single,Credit Card,Visa,Payment via Visa (Credit Card),Thaman LLC,thamanllc@gmail.com,+91 88683 68265,2022-02-04,LOC0001,4.3,Electronics,ICICI Bank,31193032978,ICIC9613033,Urvi Sabharwal,+91 80768 72065,Female,2025-09-12,Contract,Scooter,LOC0038,West Bengal,Kharagpur,705775,East,30.623518,75.246045,Semi-Urban,Tier-3
2003,OL00002004,ORD0277962,2025-09-08,2025-09-08,CUST056757,PROD001147,Music & Instruments,SELL0361,3.7,LOC0006,DEL01039,PAY014,CAMP0035,FUL001,1,19999,4.06,5.0,46.27,2025-09-13,2025-09-14,3.8,Completed,False,0.0,,3.3,Well-built and durable.,0.78,1,5,19999,811.9593999999998,999.95,20233.2606,MV7 Podcast Microphone,Shure,prisha,prishaiyer@gmail.com,+91 63186 96495,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),Kapur PLC,kapurplc@gmail.com,+91 66256 17661,2026-01-17,LOC0062,3.1,Music & Instruments,Punjab National Bank,8038330000000,PUNB3059863,Shalv Chaudhry,+91 87801 15314,Female,2021-04-14,Contract,EV Bike,LOC0006,Maharashtra,Thane,712801,West,13.343862,95.383857,Semi-Urban,Tier-3
2004,OL00002005,ORD0059708,2025-05-16,2025-05-16,CUST064047,PROD000984,Footwear,SELL1010,4.9,LOC0087,DEL05615,PAY007,CAMP0162,FUL001,1,3499,5.68,5.0,46.27,2025-05-21,2025-05-23,2.7,Completed,False,0.0,,5.0,Very comfortable for daily wear.,0.21,2,5,3499,198.7432,174.95,3521.4768,Formal Oxford Brogue,Red Tape,kartik,kartikbaria5066@gmail.com,+91 69888 74670,Single,UPI,PhonePe,Payment via PhonePe (UPI),Karan Inc,karaninc941@gmail.com,+91 92765 01771,2023-08-18,LOC0110,4.7,Footwear,HDFC Bank,69100438780,HDFC4350134,Priyansh Iyer,+91 78109 46185,Female,2024-07-07,Full-Time,Scooter,LOC0087,Punjab,Ludhiana,546833,North,11.409692,88.182617,Semi-Urban,Tier-3
2005,OL00002006,ORD0338332,2025-04-09,2025-04-09,CUST060740,PROD000659,Groceries,SELL3940,4.9,LOC0104,DEL04440,PAY011,CAMP0172,FUL002,3,75,9.7,5.0,86.64,2025-04-11,2025-04-11,4.8,Completed,False,0.0,,4.9,Arrived before expiry and sealed properly.,0.51,0,2,225,21.825,11.25,301.065,Whole Wheat Rusk 300g,Britannia,shamik,shamikravi@gmail.com,+91 62207 04996,Single,Wallet,Paytm,Payment via Paytm (Wallet),"Dixit, Sathe and Choudhury",dixitsatheandchoudhury@gmail.com,+91 81819 52630,2024-03-04,LOC0014,3.8,Groceries,Punjab National Bank,12710500000000,PUNB8879102,Nehmat Mannan,+91 81023 22399,Male,2021-10-23,Full-Time,Bike,LOC0104,Odisha,Rourkela,371809,East,33.281491,93.707973,Urban,Tier-2
2006,OL00002007,ORD0036516,2025-12-04,2025-12-04,CUST068526,PROD000690,Health,SELL3679,4.6,LOC0010,DEL04791,PAY002,CAMP0062,FUL003,2,1999,2.86,5.0,215.79,2025-12-05,2025-12-05,4.3,Completed,False,0.0,,4.7,Reliable quality and genuine product.,0.41,0,1,3998,114.34279999999998,199.9,4299.3472,Collagen Powder 250g,Swisse,saanvi,saanviganguly4498@gmail.com,+91 66868 37453,Single,Credit Card,Mastercard,Payment via Mastercard (Credit Card),"Koshy, Choudhary and Cheema",koshychoudharyandcheema8045@gmail.com,+91 99118 60549,2024-07-09,LOC0060,3.9,Health,Bank of Baroda,2322560000000,BARB7188367,Baiju Mangal,+91 62166 16185,Female,2024-04-17,Full-Time,EV Bike,LOC0010,Karnataka,Bengaluru,843810,South,28.180254,81.284503,Urban,Tier-1
2007,OL00002008,ORD0240070,2025-04-07,2025-04-07,CUST089842,PROD000876,Stationery,SELL4413,4.4,LOC0006,DEL01169,PAY007,CAMP0041,FUL003,5,499,8.14,5.0,215.79,2025-04-08,2025-04-08,5.0,Completed,False,0.0,,4.5,Worth the purchase.,0.15,0,1,2495,203.093,124.75,2632.447,Charcoal Drawing Set 20pcs,Generals,mehul,mehultank2724@gmail.com,+91 83258 97231,Single,UPI,PhonePe,Payment via PhonePe (UPI),"Rana, Ben and Bhargava",ranabenandbhargava2354@gmail.com,+91 91420 68517,2025-06-06,LOC0006,4.6,Stationery,HDFC Bank,5126369538,HDFC3460158,Nitya Raju,+91 69191 45085,Female,2023-02-09,Full-Time,Bike,LOC0006,Maharashtra,Thane,712801,West,13.343862,95.383857,Semi-Urban,Tier-3
2008,OL00002009,ORD0239017,2026-03-31,2026-03-31,CUST004373,PROD000357,Books,SELL0368,3.9,LOC0068,DEL06089,PAY006,CAMP0027,FUL003,2,549,6.93,5.0,215.79,2026-04-01,2026-04-02,3.2,Completed,False,0.0,,3.3,Arrived in perfect condition.,0.19,1,1,1098,76.0914,54.9,1292.5986,Objective Physics for NEET,Arihant Publications,adira,adirachana@gmail.com,+91 87768 09111,Married,Debit Card,RuPay,Payment via RuPay (Debit Card),Mahal-Dugar,mahal-dugar8336@gmail.com,+91 65880 46065,2024-01-04,LOC0040,3.7,Books,Canara Bank,1660327190,CNRB2820009,Uthkarsh Chander,+91 84215 64938,Female,2024-06-11,Contract,Bike,LOC0068,Telangana,Warangal,501996,South,31.777786,95.930731,Semi-Urban,Tier-3
2009,OL00002010,ORD0279508,2026-02-01,2026-02-01,CUST053438,PROD000263,Beauty,SELL2861,4.8,LOC0096,DEL05192,PAY014,CAMP0137,FUL002,4,790,2.71,5.0,86.64,2026-02-03,2026-02-04,3.9,Completed,False,0.0,,4.3,Perfect shade match for my skin tone.,0.35,1,2,3160,85.63600000000001,158.0,3319.004,Niacinamide 10% + Zinc 1%,The Ordinary,raghav,raghavchacko1076@gmail.com,+91 67332 42943,Married,Cash on Delivery,COD,Payment via N/A (Cash on Delivery),"Sachdeva, Samra and Batra",sachdevasamraandbatra8843@gmail.com,+91 99286 23774,2023-12-10,LOC0088,4.8,Beauty,Bank of Baroda,4961920000000,BARB7168201,Hiran Issac,+91 81008 25524,Male,2024-02-27,Contract,Van,LOC0096,Delhi,Rohini,230102,North,16.631311,87.096169,Semi-Urban,Tier-3
2010,OL00002011,ORD0183232,2025-11-07,2025-11-07,CUST028513,PROD000686,Health,SELL0142,3.934731896884441,LOC0071,DEL01804,PAY007,CAMP0188,FUL003,3,549,8.22,5.0,215.79,2025-11-08,2025-11-08,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,1,1647,135.3834,82.35,1809.7566,Ashwagandha KSM-66 60 Caps,Himalaya,sana,sanabarad@gmail.com,+91 72615 41477,Single,UPI,PhonePe,Payment via PhonePe (UPI),"Thaman, Barad and Saraf",thamanbaradandsaraf3837@gmail.com,+91 72507 45960,2022-06-07,LOC0024,4.4,Health,Union Bank of India,5514474809,UBIN4243309,Anaya Krishna,+91 93948 08518,Male,2024-05-08,Full-Time,EV Bike,LOC0071,Telangana,Khammam,250404,South,15.266563,73.222502,Semi-Urban,Tier-3
2011,OL00002012,ORD0047824,2025-11-14,2025-11-14,CUST015574,PROD000289,Beauty,SELL3237,4.4,LOC0085,DEL02542,PAY009,CAMP0097,FUL002,5,799,8.76,5.0,86.64,2025-11-16,2025-11-16,4.4,Completed,False,0.0,,4.8,Long-lasting and skin-friendly formula.,0.31,0,2,3995,349.962,199.75,3931.428,Leave-In Cream Curly Hair,Cantu,sara,saradara@gmail.com,+91 87095 50691,Single,UPI,Paytm,Payment via Paytm (UPI),"Loke, Karan and D’Alia",lokekaranandd’alia@gmail.com,+91 67711 67792,2025-01-02,LOC0008,4.3,Beauty,Canara Bank,4079949771,CNRB2079197,Vedika Manne,+91 65944 13083,Male,2024-12-01,Full-Time,EV Bike,LOC0085,Assam,Nagaon,790145,East,31.658707,90.383025,Semi-Urban,Tier-3
2012,OL00002013,ORD0006188,2025-07-13,2025-07-13,CUST014756,PROD000638,Groceries,SELL3631,4.6,LOC0006,DEL07154,PAY005,CAMP0079,FUL002,3,249,0.76,5.0,86.64,2025-07-15,2025-07-15,4.2,Completed,False,0.0,,3.3,Value for money purchase.,0.47,0,2,747,5.6772,37.35,865.3128,Avocado 2 Pcs,Nature's Basket,mehul,mehulbail4620@gmail.com,+91 72985 83465,Single,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Bhardwaj PLC,bhardwajplc@gmail.com,+91 90716 29147,2022-09-15,LOC0096,3.6,Groceries,ICICI Bank,97725052180,ICIC5763438,Shaan Ghose,+91 65467 35164,Male,2024-08-11,Contract,Van,LOC0006,Maharashtra,Thane,712801,West,13.343862,95.383857,Semi-Urban,Tier-3
2013,OL00002014,ORD0194244,2025-09-12,2025-09-12,CUST025589,PROD000295,Beauty,SELL1794,4.2,LOC0071,DEL06961,PAY013,CAMP0171,FUL003,1,8500,1.15,5.0,215.79,2025-09-13,2025-09-13,4.7,Completed,False,0.0,,3.0,Perfect shade match for my skin tone.,0.45,0,1,8500,97.75,425.0,9043.04,Acqua di Gio EDT 100ml,Giorgio Armani,advika,advikasrivastava@gmail.com,+91 71190 54022,Single,Wallet,PhonePe,Payment via PhonePe (Wallet),Bhandari-Bassi,bhandari-bassi@gmail.com,+91 82492 70127,2023-03-03,LOC0076,4.3,Beauty,IndusInd Bank,63880400000000,INDB1009179,Vaibhav Chandra,+91 71383 87596,Female,2021-09-26,Full-Time,Scooter,LOC0071,Telangana,Khammam,250404,South,15.266563,73.222502,Semi-Urban,Tier-3
2014,OL00002015,ORD0094511,2025-07-24,2025-07-24,CUST006561,PROD000134,Clothing,SELL3528,4.0,LOC0060,DEL05073,PAY006,CAMP0020,FUL001,5,3499,3.19,5.0,46.27,2025-07-29,2025-07-30,3.8,Completed,False,0.0,,3.9,Fabric quality is soft and breathable.,0.26,1,5,17495,558.0904999999999,874.75,17857.929500000002,Floaters Outdoor,Woodland,khushi,khushivohra@gmail.com,+91 86601 41251,Single,Debit Card,RuPay,Payment via RuPay (Debit Card),Khatri-Ramaswamy,khatri-ramaswamy@gmail.com,+91 88382 12136,2022-01-04,LOC0033,2.2,Clothing,Axis Bank,556465000000,UTIB3058857,Vedika Savant,+91 86540 49735,Male,2021-07-20,Full-Time,Bike,LOC0060,Kerala,Thiruvananthapuram,219885,South,8.529305,72.739525,Urban,Tier-2
2015,OL00002016,ORD0258069,2026-01-26,2026-01-26,CUST043865,PROD000759,Baby,SELL0455,3.6,LOC0106,DEL05140,PAY010,CAMP0072,FUL002,1,899,2.24,5.0,86.64,2026-01-28,2026-01-29,3.7,Completed,False,0.0,,4.2,Gentle on baby’s skin.,0.85,1,2,899,20.137600000000003,44.95,1010.4524,Sensory Ball Set of 6,Infantino,vritika,vritikasahota9471@gmail.com,+91 84514 55084,Married,UPI,Amazon Pay,Payment via Amazon Pay (UPI),Reddy LLC,reddyllc5422@gmail.com,+91 97092 60168,2021-06-21,LOC0078,2.5,Baby,IndusInd Bank,1878426170,INDB2806190,Inaaya  Sami,+91 95012 82807,Male,2025-01-27,Full-Time,Bike,LOC0106,Odisha,Sambalpur,404416,East,11.666056,83.212046,Semi-Urban,Tier-3
2016,OL00002017,ORD0395332,2025-12-17,2025-12-17,CUST042820,PROD000589,Automotive,SELL1993,4.6,LOC0092,DEL03133,PAY001,CAMP0200,FUL002,4,3999,0.71,5.0,86.64,2025-12-19,2025-12-20,3.9,Completed,False,0.0,,3.2,Perfect fit for my vehicle.,0.55,1,2,15996,113.5716,799.8,16768.8684,CarPlay Wireless Adapter,Carlinkit,kimaya,kimayaborah7506@gmail.com,+91 67563 25621,Single,Credit Card,Visa,Payment via Visa (Credit Card),"Manda, Sarma and Acharya",mandasarmaandacharya2663@gmail.com,+91 81459 27559,2024-04-16,LOC0079,3.5,Automotive,ICICI Bank,1479800000000,ICIC3706629,Pranay Wali,+91 98040 38210,Male,2025-09-27,Contract,Bike,LOC0092,Punjab,Bathinda,272724,North,13.149433,81.263689,Semi-Urban,Tier-3
2017,OL00002018,ORD0356214,2025-06-02,2025-06-02,CUST018966,PROD000114,Clothing,SELL1288,3.934731896884441,LOC0008,DEL02320,PAY013,CAMP0004,FUL001,2,1799,9.38,5.0,46.27,2025-06-07,2025-06-07,3.9998830168088477,Cancelled,False,0.0,,3.718926522844328,No Comments,0.0,0,5,3598,337.49240000000003,179.9,3486.6776,Kurti Cotton Anarkali,Biba,seher,seheredwin7571@gmail.com,+91 90527 36718,Married,Wallet,PhonePe,Payment via PhonePe (Wallet),"Rastogi, Wable and Dhar",rastogiwableanddhar@gmail.com,+91 96621 49638,2025-09-11,LOC0069,2.0,Clothing,Bank of Baroda,20384386844,BARB5806513,Vanya Khatri,+91 93214 20060,Male,2025-06-08,Contract,EV Bike,LOC0008,Maharashtra,Solapur,878533,West,36.61268,84.789821,Semi-Urban,Tier-3
2018,OL00002019,ORD0258791,2026-01-18,2026-01-18,CUST069619,PROD000933,Jewellery,SELL3495,4.6,LOC0024,DEL00654,PAY007,CAMP0083,FUL002,3,799,5.24,5.0,86.64,2026-01-20,2026-01-20,4.1,Completed,False,0.0,,4.3,Beautiful design and elegant finish.,0.6,0,2,2397,125.6028,119.85,2477.8872,Statement Earrings Tassels,Accessorize,armaan,armaanrana9126@gmail.com,+91 87279 02489,Married,UPI,PhonePe,Payment via PhonePe (UPI),Khalsa Group,khalsagroup8594@gmail.com,+91 80926 93783,2023-03-28,LOC0108,1.5,Jewellery,Bank of Baroda,158559000000,BARB5715703,Onkar Kurian,+91 71333 93106,Female,2024-02-24,Contract,Bike,LOC0024,Uttar Pradesh,Lucknow,835262,North,10.314874,73.527374,Urban,Tier-2
2019,OL00002020,ORD0039622,2025-06-16,2025-06-16,CUST007844,PROD000768,Baby,SELL4216,2.8,LOC0069,DEL02051,PAY011,CAMP0124,FUL001,1,3999,8.46,5.0,46.27,2025-06-21,2025-06-21,4.7,Returned,True,-46.27,2025-06-23,1.4,Poor material quality,-0.49,0,5,3999,338.3154,199.95,3906.9046,Diaper Backpack Bag Waterproof,Skip Hop,lavanya,lavanyachaudry@gmail.com,+91 95186 47434,Married,Wallet,Paytm,Payment via Paytm (Wallet),"Kant, Varkey and Sinha",kantvarkeyandsinha2722@gmail.com,+91 61248 31037,2026-03-01,LOC0091,4.8,Baby,Union Bank of India,856411000000,UBIN5776776,Eshani Aggarwal,+91 87106 54544,Male,2025-12-10,Contract,Bike,LOC0069,Telangana,Nizamabad,511174,South,27.448567,79.41958,Semi-Urban,Tier-3
2020,OL00002021,ORD0095629,2025-11-12,2025-11-12,CUST060825,PROD000557,Automotive,SELL2423,1.9,LOC0088,DEL02083,PAY005,CAMP0050,FUL003,5,499,3.56,5.0,215.79,2025-11-13,2025-11-14,3.5,Returned,True,-215.79,2025-11-16,1.8,Not fitting model,-0.35,1,1,2495,88.822,124.75,2746.718,Steering Wheel Cover Leather,Zone Tech,raunak,raunakswamy3549@gmail.com,+91 64981 92138,Married,Debit Card,Mastercard,Payment via Mastercard (Debit Card),Ratti LLC,rattillc3389@gmail.com,+91 79630 87608,2022-11-14,LOC0050,2.4,Automotive,Punjab National Bank,789462776,PUNB1137038,Darshit Lad,+91 64018 71600,Female,2024-03-19,Full-Time,Van,LOC0088,Punjab,Amritsar,486711,North,30.316387,80.162585,Semi-Urban,Tier-3
2021,OL00002022,ORD0295910,2025-09-21,2025-09-21,CUST089400,PROD001100,Bags & Luggage,SELL1107,4.4,LOC0013,DEL03067,PAY003,CAMP0045,FUL001,5,999,3.52,5.0,46.27,2025-09-26,2025-09-26,4.1,Completed,False,0.0,,3.2,Strong zippers and sturdy material.,0.87,0,5,4995,175.824,249.75,5115.196000000001,Luggage Strap Lock Set 2,Travelon,aniruddh,aniruddhwable@gmail.com,+91 91164 91316,Married,Credit Card,RuPay,Payment via RuPay (Credit Card),"Bhagat, Kalita and Dutt",bhagatkalitaanddutt3126@gmail.com,+91 64394 97385,2023-02-24,LOC0106,1.5,Bags & Luggage,ICICI Bank,4726280000000,ICIC8660204,Mamooty Chadha,+91 61953 66888,Female,2026-02-11,Contract,Van,LOC0013,Karnataka,Hubballi,578900,South,20.682688,80.54473,Semi-Urban,Tier-3
